rank,count,balls,strikes,outs,outs_label,base_state,base_state_label,current_expected_runs,re_if_strike,re_if_ball,challenge_value,tier,recommendation,sample_size
168,1-0,1,0,1,1 Out,100,Runner on 1st,0.5686847599164927,0.48862897985705,0.6935791481246026,0.20495016826755263,Low Value,Generally save the challenge,4790
169,3-1,3,1,1,1 Out,000,Bases Empty,0.4022028104823395,0.3171496862862265,0.5191592685332727,0.20200958224704618,Low Value,Generally save the challenge,2633
170,2-0,2,0,2,2 Outs,101,Runners on 1st & 3rd,0.4615384615384615,0.4307400379506641,0.6296296296296297,0.19888959167896553,Low Value,Generally save the challenge,325
171,0-2,0,2,1,1 Out,100,Runner on 1st,0.4090350338045482,0.2265067333872985,0.4253290966863368,0.1988223632990383,Low Value,Generally save the challenge,3254
172,2-1,2,1,2,2 Outs,101,Runners on 1st & 3rd,0.4307400379506641,0.378419452887538,0.5753424657534246,0.19692301286588665,Low Value,Generally save the challenge,527
173,2-0,2,0,2,2 Outs,100,Runner on 1st,0.3094198378041173,0.2526629740093736,0.4495614035087719,0.1968984294993983,Low Value,Generally save the challenge,1603
174,3-0,3,0,1,1 Out,100,Runner on 1st,0.8140900195694716,0.7617554858934169,0.9572794899043572,0.19552400401094028,Low Value,Generally save the challenge,511
175,1-1,1,1,0,0 Outs,100,Runner on 1st,0.8529176658673061,0.7804187889077533,0.9756613756613756,0.19524258675362227,Low Value,Generally save the challenge,3753
176,1-2,1,2,0,0 Outs,000,Bases Empty,0.4243454038997215,0.2658441001775763,0.4563538803821489,0.1905097802045726,Low Value,Generally save the challenge,17950
177,0-1,0,1,1,1 Out,001,Runner on 3rd,0.8452012383900929,0.7197802197802198,0.9021739130434784,0.1823936932632586,Low Value,Generally save the challenge,646
178,3-0,3,0,1,1 Out,010,Runner on 2nd,0.9195046439628484,0.7754716981132076,0.9572794899043572,0.1818077917911496,Low Value,Generally save the challenge,323
179,0-0,0,0,0,0 Outs,011,Runners on 2nd & 3rd,1.998165137614679,1.8740458015267176,2.052,0.17795419847328242,Low Value,Generally save the challenge,545
180,3-0,3,0,2,2 Outs,101,Runners on 1st & 3rd,0.6296296296296297,0.5753424657534246,0.7524446731857951,0.17710220743237048,Low Value,Generally save the challenge,108
181,2-1,2,1,2,2 Outs,100,Runner on 1st,0.2526629740093736,0.1642129105322763,0.3393425238600212,0.17512961332774488,Low Value,Generally save the challenge,2347
182,2-1,2,1,0,0 Outs,001,Runner on 3rd,1.5,1.4253731343283582,1.6,0.17462686567164187,Low Value,Generally save the challenge,70
183,3-1,3,1,2,2 Outs,001,Runner on 3rd,0.3888888888888889,0.3075601374570447,0.4806763285024155,0.1731161910453708,Low Value,Generally save the challenge,252
184,2-1,2,1,2,2 Outs,011,Runners on 2nd & 3rd,0.5672371638141809,0.4487179487179487,0.6190476190476191,0.1703296703296704,Low Value,Generally save the challenge,409
185,1-1,1,1,0,0 Outs,011,Runners on 2nd & 3rd,2.0090909090909093,1.705128205128205,1.875,0.16987179487179493,Low Value,Generally save the challenge,220
186,0-0,0,0,0,0 Outs,100,Runner on 1st,0.8872843210802701,0.7998440849736893,0.9669336088865926,0.16708952391290333,Low Value,Generally save the challenge,10664
187,2-1,2,1,1,1 Out,000,Bases Empty,0.3121661721068249,0.2359133126934984,0.4022028104823395,0.1662894977888411,Low Value,Generally save the challenge,6740
188,1-2,1,2,2,2 Outs,100,Runner on 1st,0.1420211568759846,0.0,0.1642129105322763,0.1642129105322763,Low Value,Generally save the challenge,4443
189,1-1,1,1,1,1 Out,100,Runner on 1st,0.48862897985705,0.4253290966863368,0.5892623308598866,0.16393323417354977,Low Value,Generally save the challenge,4617
190,3-0,3,0,1,1 Out,011,Runners on 2nd & 3rd,1.4324324324324325,1.435374149659864,1.5984943538268508,0.1631202041669868,Low Value,Generally save the challenge,148
191,1-1,1,1,0,0 Outs,110,Runners on 1st & 2nd,1.4885416666666669,1.4096638655462186,1.5698689956331875,0.1602051300869689,Low Value,Generally save the challenge,960
192,1-1,1,1,2,2 Outs,011,Runners on 2nd & 3rd,0.5538922155688623,0.407725321888412,0.5672371638141809,0.1595118419257689,Low Value,Generally save the challenge,668
193,0-2,0,2,0,0 Outs,000,Bases Empty,0.4037546933667084,0.2658441001775763,0.4243454038997215,0.15850130372214516,Low Value,Generally save the challenge,11985
194,2-1,2,1,2,2 Outs,001,Runner on 3rd,0.3422459893048128,0.2335928809788654,0.3888888888888889,0.1552960079100235,Low Value,Generally save the challenge,561
195,2-1,2,1,1,1 Out,010,Runner on 2nd,0.6604774535809018,0.6223250433776749,0.7754716981132076,0.15314665473553268,Low Value,Generally save the challenge,1131
196,0-1,0,1,1,1 Out,010,Runner on 2nd,0.5860957642725598,0.5043103448275862,0.6559959349593496,0.15168559013176341,Low Value,Generally save the challenge,2172
197,1-1,1,1,1,1 Out,110,Runners on 1st & 2nd,0.9278846153846154,0.8290282902829028,0.9804878048780488,0.15145951459514595,Low Value,Generally save the challenge,1664
198,0-1,0,1,0,0 Outs,110,Runners on 1st & 2nd,1.4306451612903226,1.337442218798151,1.4885416666666669,0.15109944786851592,Low Value,Generally save the challenge,1240
199,0-0,0,0,1,1 Out,101,Runners on 1st & 3rd,1.215609756097561,1.12012012012012,1.271186440677966,0.15106632055784597,Low Value,Generally save the challenge,2050
200,3-1,3,1,2,2 Outs,010,Runner on 2nd,0.3626707132018209,0.3076923076923077,0.4585734870317003,0.1508811793393926,Low Value,Generally save the challenge,659
201,1-1,1,1,1,1 Out,001,Runner on 3rd,0.9021739130434784,0.8097928436911488,0.96,0.15020715630885118,Low Value,Generally save the challenge,552
202,1-0,1,0,2,2 Outs,110,Runners on 1st & 2nd,0.5062413314840499,0.4072863148061653,0.5558659217877095,0.14857960698154427,Low Value,Generally save the challenge,2163
203,1-1,1,1,1,1 Out,011,Runners on 2nd & 3rd,1.3510848126232742,1.18625678119349,1.332155477031802,0.14589869583831194,Low Value,Generally save the challenge,507
204,0-2,0,2,2,2 Outs,100,Runner on 1st,0.1313648689364266,0.0,0.1420211568759846,0.1420211568759846,Low Value,Generally save the challenge,3319
205,2-0,2,0,2,2 Outs,001,Runner on 3rd,0.3977011494252873,0.3422459893048128,0.4835164835164835,0.1412704942116707,Low Value,Generally save the challenge,435
206,0-0,0,0,1,1 Out,010,Runner on 2nd,0.6580310880829016,0.5860957642725598,0.7262996941896025,0.14020392991704267,Low Value,Generally save the challenge,4439
207,0-1,0,1,2,2 Outs,110,Runners on 1st & 2nd,0.3720670391061452,0.2693700217233888,0.4072863148061653,0.13791629308277648,Low Value,Generally save the challenge,2685
208,0-1,0,1,0,0 Outs,100,Runner on 1st,0.7998440849736893,0.7186477644492911,0.8529176658673061,0.13426990141801498,Low Value,Generally save the challenge,5131
209,0-0,0,0,2,2 Outs,110,Runners on 1st & 2nd,0.4585734870317003,0.3720670391061452,0.5062413314840499,0.13417429237790474,Low Value,Generally save the challenge,5552
210,0-1,0,1,2,2 Outs,111,Bases Loaded,0.5993657505285412,0.5495327102803739,0.6834733893557423,0.13394067907536844,Low Value,Generally save the challenge,946
211,3-0,3,0,2,2 Outs,011,Runners on 2nd & 3rd,0.6234567901234568,0.6190476190476191,0.7524446731857951,0.13339705413817604,Low Value,Generally save the challenge,162
212,1-2,1,2,1,1 Out,000,Bases Empty,0.2085020242914979,0.1029224904701397,0.2359133126934984,0.13299082222335873,Low Value,Generally save the challenge,12844
213,1-1,1,1,2,2 Outs,110,Runners on 1st & 2nd,0.4072863148061653,0.3132470119521912,0.4451438848920863,0.1318968729398951,Low Value,Generally save the challenge,2141
214,3-0,3,0,0,0 Outs,010,Runner on 2nd,1.3256880733944951,1.440625,1.571897810218978,0.13127281021897796,Low Value,Generally save the challenge,218
215,2-2,2,2,2,2 Outs,000,Bases Empty,0.0890903061788438,0.0,0.1306550850524792,0.1306550850524792,Low Value,Generally save the challenge,9047
216,0-0,0,0,1,1 Out,001,Runner on 3rd,0.8974358974358975,0.8452012383900929,0.9743589743589745,0.12915773596888158,Low Value,Generally save the challenge,1365
217,0-0,0,0,0,0 Outs,010,Runner on 2nd,1.1188348229063223,1.044338335607094,1.1729857819905214,0.1286474463834273,Low Value,Generally save the challenge,3021
218,1-0,1,0,1,1 Out,010,Runner on 2nd,0.7262996941896025,0.6559959349593496,0.7837150127226463,0.12771907776329672,Low Value,Generally save the challenge,1962
219,2-0,2,0,1,1 Out,000,Bases Empty,0.3524856357731701,0.3121661721068249,0.4394849785407725,0.1273188064339476,Low Value,Generally save the challenge,4003
220,3-1,3,1,1,1 Out,011,Runners on 2nd & 3rd,1.435374149659864,1.4766355140186915,1.5984943538268508,0.12185883980815926,Low Value,Generally save the challenge,147
221,0-1,0,1,2,2 Outs,001,Runner on 3rd,0.2828193832599119,0.2147766323024054,0.3343589743589744,0.11958234205656898,Low Value,Generally save the challenge,1135
222,0-1,0,1,1,1 Out,011,Runners on 2nd & 3rd,1.3424878836833605,1.2317708333333333,1.3510848126232742,0.11931397928994092,Low Value,Generally save the challenge,619
223,3-0,3,0,2,2 Outs,100,Runner on 1st,0.4495614035087719,0.3393425238600212,0.4585734870317003,0.11923096317167914,Low Value,Generally save the challenge,456
224,3-0,3,0,1,1 Out,000,Bases Empty,0.4394849785407725,0.4022028104823395,0.5191592685332727,0.11695645805093313,Low Value,Generally save the challenge,1165
225,3-0,3,0,2,2 Outs,110,Runners on 1st & 2nd,0.7161016949152542,0.6371490280777538,0.7524446731857951,0.11529564510804136,Low Value,Generally save the challenge,236
226,0-1,0,1,2,2 Outs,010,Runner on 2nd,0.293408929836995,0.2054340622929092,0.3163103721298496,0.11087630983694038,Low Value,Generally save the challenge,2822
227,1-1,1,1,2,2 Outs,100,Runner on 1st,0.2070484581497797,0.1420211568759846,0.2526629740093736,0.110641817133389,Low Value,Generally save the challenge,4767
228,2-1,2,1,2,2 Outs,010,Runner on 2nd,0.3188405797101449,0.2546374367622259,0.3626707132018209,0.10803327643959504,Low Value,Generally save the challenge,1449
229,0-2,0,2,1,1 Out,000,Bases Empty,0.2004344843356963,0.1029224904701397,0.2085020242914979,0.10557953382135819,Low Value,Generally save the challenge,8746
230,1-1,1,1,2,2 Outs,101,Runners on 1st & 3rd,0.4062797335870599,0.3252314814814814,0.4307400379506641,0.10550855646918272,Low Value,Generally save the challenge,1051
231,1-1,1,1,0,0 Outs,000,Bases Empty,0.4947960149162353,0.4243454038997215,0.5297134574646003,0.10536805356487883,Low Value,Generally save the challenge,17967
232,1-1,1,1,1,1 Out,000,Bases Empty,0.2586598094085615,0.2085020242914979,0.3121661721068249,0.10366414781532701,Low Value,Generally save the challenge,13222
233,1-0,1,0,1,1 Out,011,Runners on 2nd & 3rd,1.425,1.3510848126232742,1.4538745387453875,0.10278972612211335,Low Value,Generally save the challenge,600
234,1-0,1,0,2,2 Outs,100,Runner on 1st,0.265650406504065,0.2070484581497797,0.3094198378041173,0.1023713796543376,Low Value,Generally save the challenge,4920
235,2-0,2,0,1,1 Out,011,Runners on 2nd & 3rd,1.4538745387453875,1.332155477031802,1.4324324324324325,0.10027695540063042,Low Value,Generally save the challenge,271
236,0-0,0,0,1,1 Out,100,Runner on 1st,0.5191592685332727,0.4689934559052664,0.5686847599164927,0.09969130401122628,Low Value,Generally save the challenge,13179
237,2-1,2,1,1,1 Out,001,Runner on 3rd,0.96,0.8831967213114754,0.979591836734694,0.09639511542321855,Low Value,Generally save the challenge,325
238,3-0,3,0,2,2 Outs,010,Runner on 2nd,0.3645833333333333,0.3626707132018209,0.4585734870317003,0.09590277382987938,Low Value,Generally save the challenge,480
239,3-1,3,1,2,2 Outs,000,Bases Empty,0.1656777727065267,0.1306550850524792,0.2265067333872985,0.0958516483348193,Low Value,Generally save the challenge,2191
240,1-0,1,0,1,1 Out,000,Bases Empty,0.2929342897188556,0.2586598094085615,0.3524856357731701,0.09382582636460862,Low Value,Generally save the challenge,12129
241,0-0,0,0,2,2 Outs,001,Runner on 3rd,0.3375162267416702,0.2828193832599119,0.375494071146245,0.0926746878863331,Low Value,Generally save the challenge,2311
242,3-0,3,0,2,2 Outs,001,Runner on 3rd,0.4835164835164835,0.3888888888888889,0.4806763285024155,0.09178743961352659,Low Value,Generally save the challenge,182
243,0-1,0,1,0,0 Outs,000,Bases Empty,0.4628852739726027,0.4037546933667084,0.4947960149162353,0.09104132154952693,Low Value,Generally save the challenge,23360
244,1-0,1,0,0,0 Outs,000,Bases Empty,0.5299366897799216,0.4947960149162353,0.5858250276854928,0.09102901276925751,Low Value,Generally save the challenge,16585
245,1-1,1,1,1,1 Out,010,Runner on 2nd,0.6559959349593496,0.5704918032786885,0.6604774535809018,0.08998565030221328,Low Value,Generally save the challenge,1968
246,1-2,1,2,2,2 Outs,000,Bases Empty,0.0697249471052125,0.0,0.0890903061788438,0.0890903061788438,Low Value,Generally save the challenge,10398
247,0-0,0,0,2,2 Outs,100,Runner on 1st,0.2265067333872985,0.1777914487849892,0.265650406504065,0.08785895771907581,Low Value,Generally save the challenge,13589
248,0-1,0,1,2,2 Outs,101,Runners on 1st & 3rd,0.4251101321585903,0.3198707592891761,0.4062797335870599,0.0864089742978838,Low Value,Generally save the challenge,1362
249,0-0,0,0,1,1 Out,011,Runners on 2nd & 3rd,1.395849346656418,1.3424878836833605,1.425,0.08251211631663957,Low Value,Generally save the challenge,1301
250,1-1,1,1,2,2 Outs,001,Runner on 3rd,0.3343589743589744,0.2608213096559378,0.3422459893048128,0.08142467964887501,Low Value,Generally save the challenge,975
251,0-1,0,1,1,1 Out,100,Runner on 1st,0.4689934559052664,0.4090350338045482,0.48862897985705,0.07959394605250181,Low Value,Generally save the challenge,6418
252,0-1,0,1,2,2 Outs,011,Runners on 2nd & 3rd,0.5619335347432024,0.4758064516129032,0.5538922155688623,0.07808576395595906,Low Value,Generally save the challenge,662
253,2-1,2,1,2,2 Outs,000,Bases Empty,0.1254880089235917,0.0890903061788438,0.1656777727065267,0.0765874665276829,Low Value,Generally save the challenge,5379
254,0-1,0,1,2,2 Outs,100,Runner on 1st,0.1777914487849892,0.1313648689364266,0.2070484581497797,0.07568358921335311,Low Value,Generally save the challenge,6502
255,2-0,2,0,2,2 Outs,000,Bases Empty,0.1425998198739117,0.1254880089235917,0.1976284584980237,0.07214044957443203,Low Value,Generally save the challenge,3331
256,0-2,0,2,2,2 Outs,000,Bases Empty,0.0599176487292347,0.0,0.0697249471052125,0.0697249471052125,Low Value,Generally save the challenge,7043
257,0-0,0,0,0,0 Outs,000,Bases Empty,0.4972868389449806,0.4628852739726027,0.5299366897799216,0.06705141580731888,Low Value,Generally save the challenge,44966
258,2-0,2,0,0,0 Outs,010,Runner on 2nd,1.204,1.2604456824512535,1.3256880733944951,0.06524239094324158,Low Value,Generally save the challenge,500
259,1-1,1,1,2,2 Outs,010,Runner on 2nd,0.3163103721298496,0.2554197871501774,0.3188405797101449,0.06342079255996752,Low Value,Generally save the challenge,2526
260,1-0,1,0,2,2 Outs,001,Runner on 3rd,0.375494071146245,0.3343589743589744,0.3977011494252873,0.0633421750663129,Low Value,Generally save the challenge,1012
261,1-0,1,0,1,1 Out,001,Runner on 3rd,0.9743589743589745,0.9021739130434784,0.9638009049773756,0.0616269919338972,Low Value,Generally save the challenge,585
262,3-0,3,0,2,2 Outs,000,Bases Empty,0.1976284584980237,0.1656777727065267,0.2265067333872985,0.06082896068077179,Low Value,Generally save the challenge,1012
263,0-1,0,1,1,1 Out,000,Bases Empty,0.2385062533028007,0.2004344843356963,0.2586598094085615,0.05822532507286518,Low Value,Generally save the challenge,17031
264,2-0,2,0,2,2 Outs,011,Runners on 2nd & 3rd,0.567741935483871,0.5672371638141809,0.6234567901234568,0.056219626309275905,Low Value,Generally save the challenge,310
265,1-1,1,1,2,2 Outs,000,Bases Empty,0.1001533448341959,0.0697249471052125,0.1254880089235917,0.055763061818379187,Low Value,Generally save the challenge,10434
266,1-0,1,0,2,2 Outs,101,Runners on 1st & 3rd,0.4538461538461538,0.4062797335870599,0.4615384615384615,0.05525872795140163,Low Value,Generally save the challenge,1040
267,0-0,0,0,1,1 Out,000,Bases Empty,0.2658441001775763,0.2385062533028007,0.2929342897188556,0.0544280364160549,Low Value,Generally save the challenge,32662
268,1-0,1,0,2,2 Outs,010,Runner on 2nd,0.335130970724191,0.3163103721298496,0.3651529193697868,0.048842547239937195,Low Value,Generally save the challenge,2596
269,2-0,2,0,2,2 Outs,010,Runner on 2nd,0.3651529193697868,0.3188405797101449,0.3645833333333333,0.045742753623188415,Low Value,Generally save the challenge,1079
270,0-0,0,0,0,0 Outs,001,Runner on 3rd,1.263157894736842,1.236842105263158,1.28099173553719,0.04414963027403207,Low Value,Generally save the challenge,285
271,1-0,1,0,2,2 Outs,000,Bases Empty,0.1148373983739837,0.1001533448341959,0.1425998198739117,0.04244647503971581,Low Value,Generally save the challenge,9840
272,0-0,0,0,2,2 Outs,010,Runner on 2nd,0.3233202986135798,0.293408929836995,0.335130970724191,0.041722040887196,Low Value,Generally save the challenge,5626
273,0-1,0,1,2,2 Outs,000,Bases Empty,0.0894497125363996,0.0599176487292347,0.1001533448341959,0.0402356961049612,Low Value,Generally save the challenge,13393
274,2-0,2,0,0,0 Outs,111,Bases Loaded,2.674698795180723,2.5327868852459017,2.571428571428572,0.03864168618267039,Low Value,Generally save the challenge,83
275,0-0,0,0,2,2 Outs,011,Runners on 2nd & 3rd,0.6256263421617753,0.5619335347432024,0.5971830985915493,0.035249563848346877,Low Value,Generally save the challenge,1397
276,1-0,1,0,0,0 Outs,010,Runner on 2nd,1.1729857819905214,1.1739475774424146,1.204,0.030052422557585334,Low Value,Generally save the challenge,1266
277,0-0,0,0,2,2 Outs,101,Runners on 1st & 3rd,0.4806763285024155,0.4251101321585903,0.4538461538461538,0.028736021687563507,Low Value,Generally save the challenge,2898
278,0-0,0,0,2,2 Outs,000,Bases Empty,0.1029224904701397,0.0894497125363996,0.1148373983739837,0.025387685837584092,Low Value,Generally save the challenge,25971
279,1-0,1,0,2,2 Outs,011,Runners on 2nd & 3rd,0.5971830985915493,0.5538922155688623,0.567741935483871,0.013849719915008718,Low Value,Generally save the challenge,710
280,0-1,0,1,1,1 Out,101,Runners on 1st & 3rd,1.12012012012012,1.077669902912621,1.0722543352601157,-0.005415567652505393,Low Value,Generally save the challenge,999
281,2-0,2,0,1,1 Out,001,Runner on 3rd,0.9638009049773756,0.96,0.9473684210526316,-0.012631578947368327,Low Value,Generally save the challenge,221
282,1-0,1,0,0,0 Outs,011,Runners on 2nd & 3rd,2.052,2.0090909090909093,1.941747572815534,-0.06734333627537525,Low Value,Generally save the challenge,250
283,2-0,2,0,0,0 Outs,101,Runners on 1st & 3rd,2.008695652173913,1.9361702127659572,1.6923076923076923,-0.24386252045826495,Low Value,Generally save the challenge,115
284,2-0,2,0,0,0 Outs,001,Runner on 3rd,1.1875,1.5,1.2333333333333334,-0.2666666666666666,Low Value,Generally save the challenge,64
285,1-0,1,0,0,0 Outs,001,Runner on 3rd,1.28099173553719,1.4830508474576272,1.1875,-0.29555084745762716,Low Value,Generally save the challenge,121
